,accuracy,loss,val_accuracy,val_loss
24,0.6534285545349121,0.9384986758232117,0.7160000205039978,0.7569401860237122
25,0.6708571314811707,0.8705732226371765,0.6266666650772095,0.9884969592094421
26,0.6645714044570923,0.8942978382110596,0.753333330154419,0.6597503423690796
27,0.6837142705917358,0.8591387867927551,0.7279999852180481,0.7304656505584717
28,0.6808571219444275,0.8494163751602173,0.699999988079071,0.7729437947273254
29,0.6831428408622742,0.8394651412963867,0.7106666564941406,0.7674081325531006
30,0.6842857003211975,0.8471031188964844,0.6933333277702332,0.8120843768119812
31,0.6874285936355591,0.8262633085250854,0.6840000152587891,0.8535621166229248
32,0.6957142949104309,0.7978148460388184,0.7266666889190674,0.7456377744674683
33,0.6951428651809692,0.810321569442749,0.7493333220481873,0.6843377351760864
34,0.699999988079071,0.8103947639465332,0.7213333249092102,0.8067613840103149
35,0.698285698890686,0.7940220236778259,0.746666669845581,0.6715894341468811
36,0.7114285826683044,0.7879887223243713,0.734666645526886,0.7389139533042908
37,0.7071428298950195,0.7746226787567139,0.7493333220481873,0.7065732479095459
38,0.7200000286102295,0.7531635761260986,0.7599999904632568,0.6888048648834229
39,0.7294285893440247,0.7304230332374573,0.6506666541099548,1.0523537397384644
40,0.7239999771118164,0.7361968755722046,0.6546666622161865,0.9791712164878845
41,0.7231428623199463,0.7334573268890381,0.7360000014305115,0.6947963237762451
42,0.7319999933242798,0.7271170020103455,0.781333327293396,0.6122880578041077
43,0.751714289188385,0.6866534352302551,0.7559999823570251,0.6914140582084656
44,0.7419999837875366,0.7041231393814087,0.7733333110809326,0.6187905669212341
45,0.7405714392662048,0.7172427177429199,0.6266666650772095,1.0973625183105469
46,0.7471428513526917,0.6765577793121338,0.7146666646003723,0.7965419888496399
47,0.7548571228981018,0.6848170161247253,0.7453333139419556,0.690270185470581
48,0.7494285702705383,0.6812232732772827,0.753333330154419,0.686257004737854
49,0.7400000095367432,0.6750204563140869,0.8066666722297668,0.5553880333900452
50,0.7565714120864868,0.6597968339920044,0.7093333601951599,0.8221466541290283
51,0.7494285702705383,0.6735828518867493,0.7226666808128357,0.8015742897987366
52,0.7548571228981018,0.676505446434021,0.7093333601951599,0.8694213628768921
53,0.7602857351303101,0.6324681043624878,0.7866666913032532,0.6504863500595093
54,0.776285707950592,0.6272801160812378,0.781333327293396,0.6465578675270081
55,0.7785714268684387,0.6183386445045471,0.7799999713897705,0.6375716328620911
56,0.7820000052452087,0.6048333048820496,0.7826666831970215,0.6205130219459534
57,0.7774285674095154,0.606004536151886,0.7720000147819519,0.653860330581665
58,0.7754285931587219,0.6135215759277344,0.7586666941642761,0.7214192152023315
59,0.7777143120765686,0.6181200742721558,0.6813333630561829,1.058486819267273
60,0.7765714526176453,0.5946546196937561,0.7546666860580444,0.7229657173156738
61,0.7754285931587219,0.6046130657196045,0.7773333191871643,0.6607608795166016
62,0.7748571634292603,0.5976305603981018,0.753333330154419,0.6972092390060425
63,0.7940000295639038,0.5821461081504822,0.7893333435058594,0.6217336058616638
64,0.7962856888771057,0.5699138641357422,0.8213333487510681,0.49842241406440735
65,0.8002856969833374,0.559278130531311,0.7839999794960022,0.6470810174942017
66,0.7897142767906189,0.5752325654029846,0.7839999794960022,0.6526660323143005
67,0.7922857403755188,0.5732465386390686,0.7866666913032532,0.6315470933914185
